COMMIT_CONFIDENCE	HIGH_1	MED_1	LOW_1	COMMIT_SEVERITY	HIGH_2	MED_2	LOW_2	COMMIT_CWES	UNIQUE_CWES	CWE_IDS
34ae95565a4886cb5b690d4f0ee5d823b8d3e2c2	1097	2	0	34ae95565a4886cb5b690d4f0ee5d823b8d3e2c2	0	2	1097	34ae95565a4886cb5b690d4f0ee5d823b8d3e2c2	4	78, 330, 377, 703
35ec4817afe2ed94f044ae9bd6fa34e8ec7207ae	1085	2	0	35ec4817afe2ed94f044ae9bd6fa34e8ec7207ae	0	2	1085	35ec4817afe2ed94f044ae9bd6fa34e8ec7207ae	4	78, 330, 377, 703
3abd100f8bf91698db6832e0354e30ba7e96c11e	1087	2	0	3abd100f8bf91698db6832e0354e30ba7e96c11e	0	2	1087	3abd100f8bf91698db6832e0354e30ba7e96c11e	4	78, 330, 377, 703
3abd2a1bb05cc145c9d315ebd921d97654a73292	1038	2	0	3abd2a1bb05cc145c9d315ebd921d97654a73292	0	4	1036	3abd2a1bb05cc145c9d315ebd921d97654a73292	5	78, 330, 377, 502, 703
3b86697bba08a427dd91c0d0de672063a63a0e8e	1095	2	0	3b86697bba08a427dd91c0d0de672063a63a0e8e	0	2	1095	3b86697bba08a427dd91c0d0de672063a63a0e8e	4	78, 330, 377, 703
3b8f2ee5ae5691b42e554b93610d5ce3f1bcd427	1016	2	0	3b8f2ee5ae5691b42e554b93610d5ce3f1bcd427	0	4	1014	3b8f2ee5ae5691b42e554b93610d5ce3f1bcd427	5	78, 330, 377, 502, 703
3d7e786a58167eb1d0959f1d6872b48d908b77a9	1154	2	0	3d7e786a58167eb1d0959f1d6872b48d908b77a9	0	2	1154	3d7e786a58167eb1d0959f1d6872b48d908b77a9	4	78, 330, 377, 703
418f807d9a8681015c740852b09890072a70a9f3	1097	2	0	418f807d9a8681015c740852b09890072a70a9f3	0	2	1097	418f807d9a8681015c740852b09890072a70a9f3	4	78, 330, 377, 703
49fbc15e98014aab3d71e961e54749aa53aa6bd5	1077	2	0	49fbc15e98014aab3d71e961e54749aa53aa6bd5	0	2	1077	49fbc15e98014aab3d71e961e54749aa53aa6bd5	4	78, 330, 377, 703
4e59c8aeb36e49c58b85979a802b7009c397970d	1109	2	0	4e59c8aeb36e49c58b85979a802b7009c397970d	0	2	1109	4e59c8aeb36e49c58b85979a802b7009c397970d	4	78, 330, 377, 703
52d21a68cb2563c7ad123bb28ee8755d0d6157df	1092	2	0	52d21a68cb2563c7ad123bb28ee8755d0d6157df	0	2	1092	52d21a68cb2563c7ad123bb28ee8755d0d6157df	4	78, 330, 377, 703
535e70a470104b5ba129fc590b215420465cbb17	1064	2	0	535e70a470104b5ba129fc590b215420465cbb17	0	2	1064	535e70a470104b5ba129fc590b215420465cbb17	4	78, 330, 377, 703
555639cd4daed9a3e54ca6d4ee83b4cad4a77eef	1052	2	0	555639cd4daed9a3e54ca6d4ee83b4cad4a77eef	0	4	1050	555639cd4daed9a3e54ca6d4ee83b4cad4a77eef	5	78, 330, 377, 502, 703
57a22f4ea2ab8a3814b156ff9077b04abde738a2	1018	2	0	57a22f4ea2ab8a3814b156ff9077b04abde738a2	0	4	1016	57a22f4ea2ab8a3814b156ff9077b04abde738a2	5	78, 330, 377, 502, 703
5ca0d20c9b5fd36739a450eb085699fcd0bd6e92	1044	2	0	5ca0d20c9b5fd36739a450eb085699fcd0bd6e92	0	4	1042	5ca0d20c9b5fd36739a450eb085699fcd0bd6e92	5	78, 330, 377, 502, 703
60647e5eeff77df9ef4b7432a936f580736b3075	1039	2	0	60647e5eeff77df9ef4b7432a936f580736b3075	0	4	1037	60647e5eeff77df9ef4b7432a936f580736b3075	5	78, 330, 377, 502, 703
623b0ef8ea2b351b1363e46d6adbe76329bc9b11	1097	2	0	623b0ef8ea2b351b1363e46d6adbe76329bc9b11	0	2	1097	623b0ef8ea2b351b1363e46d6adbe76329bc9b11	4	78, 330, 377, 703
665330172a58ae14fc975855dffb2fe9be9533c4	1072	2	0	665330172a58ae14fc975855dffb2fe9be9533c4	0	4	1070	665330172a58ae14fc975855dffb2fe9be9533c4	5	78, 330, 377, 502, 703
6dedfbf1d998d43cec6445ec802cc59e49c11d84	1088	2	0	6dedfbf1d998d43cec6445ec802cc59e49c11d84	0	2	1088	6dedfbf1d998d43cec6445ec802cc59e49c11d84	4	78, 330, 377, 703
7067937893d25815f9079417cdfd51072307eb8b	1124	2	0	7067937893d25815f9079417cdfd51072307eb8b	0	2	1124	7067937893d25815f9079417cdfd51072307eb8b	4	78, 330, 377, 703
729b7370253bf036fedc67b9f7c5dfa9d2c800f5	1154	2	0	729b7370253bf036fedc67b9f7c5dfa9d2c800f5	0	2	1154	729b7370253bf036fedc67b9f7c5dfa9d2c800f5	4	78, 330, 377, 703
7616d065d1e8225dbbd8908f2a44f34e94e886cd	1024	2	0	7616d065d1e8225dbbd8908f2a44f34e94e886cd	0	4	1022	7616d065d1e8225dbbd8908f2a44f34e94e886cd	5	78, 330, 377, 502, 703
76200b741a485a1700348fb2b73fd292eb3dff70	1117	2	0	76200b741a485a1700348fb2b73fd292eb3dff70	0	2	1117	76200b741a485a1700348fb2b73fd292eb3dff70	4	78, 330, 377, 703
772e1737cd66ae310eebd49670930429924de122	1058	2	0	772e1737cd66ae310eebd49670930429924de122	0	2	1058	772e1737cd66ae310eebd49670930429924de122	4	78, 330, 377, 703
7836a76fcd809f35d9693193b307be67b9c8993e	1080	2	0	7836a76fcd809f35d9693193b307be67b9c8993e	0	2	1080	7836a76fcd809f35d9693193b307be67b9c8993e	4	78, 330, 377, 703
79274c9d24e9fe646640d759a9c2ce11c6874282	1086	2	0	79274c9d24e9fe646640d759a9c2ce11c6874282	0	2	1086	79274c9d24e9fe646640d759a9c2ce11c6874282	4	78, 330, 377, 703
7e51a4e9c7aaf578888a237ad69a884f450a6562	1049	2	0	7e51a4e9c7aaf578888a237ad69a884f450a6562	0	4	1047	7e51a4e9c7aaf578888a237ad69a884f450a6562	5	78, 330, 377, 502, 703
82ff76e6db00d684437c1b996081e71c5dd946af	1088	2	0	82ff76e6db00d684437c1b996081e71c5dd946af	0	2	1088	82ff76e6db00d684437c1b996081e71c5dd946af	4	78, 330, 377, 703
856f4b21edb8c848cebc8d7a85f3acbfca4ff469	1052	2	0	856f4b21edb8c848cebc8d7a85f3acbfca4ff469	0	2	1052	856f4b21edb8c848cebc8d7a85f3acbfca4ff469	4	78, 330, 377, 703
89581f37ebd5f13372afabe15a7756fd74e16a1f	1154	2	0	89581f37ebd5f13372afabe15a7756fd74e16a1f	0	2	1154	89581f37ebd5f13372afabe15a7756fd74e16a1f	4	78, 330, 377, 703
8e00a4d59722c18ddcc7ec442d28c4cb6a56cf64	1018	2	0	8e00a4d59722c18ddcc7ec442d28c4cb6a56cf64	0	4	1016	8e00a4d59722c18ddcc7ec442d28c4cb6a56cf64	5	78, 330, 377, 502, 703
8f8d3768d6f982831d96e9cfb4d35b3d7fc71683	1092	2	0	8f8d3768d6f982831d96e9cfb4d35b3d7fc71683	0	2	1092	8f8d3768d6f982831d96e9cfb4d35b3d7fc71683	4	78, 330, 377, 703
91c567c3efc4bd8e637c2820abeb72c71edc73d3	1136	2	0	91c567c3efc4bd8e637c2820abeb72c71edc73d3	0	2	1136	91c567c3efc4bd8e637c2820abeb72c71edc73d3	4	78, 330, 377, 703
92bdd6e457c1189d751a0d0d42115f4360e863c8	1020	2	0	92bdd6e457c1189d751a0d0d42115f4360e863c8	0	4	1018	92bdd6e457c1189d751a0d0d42115f4360e863c8	5	78, 330, 377, 502, 703
9307d90a3c0b4639e4dc4f02b7be827a1fe5fa6d	1057	2	0	9307d90a3c0b4639e4dc4f02b7be827a1fe5fa6d	0	4	1055	9307d90a3c0b4639e4dc4f02b7be827a1fe5fa6d	5	78, 330, 377, 502, 703
9338dffe4478f91639952fa3b3105d6c0a461587	1057	2	0	9338dffe4478f91639952fa3b3105d6c0a461587	0	2	1057	9338dffe4478f91639952fa3b3105d6c0a461587	4	78, 330, 377, 703
933ed32d331fcedd44169d8685d7071e49858a98	1085	2	0	933ed32d331fcedd44169d8685d7071e49858a98	0	2	1085	933ed32d331fcedd44169d8685d7071e49858a98	4	78, 330, 377, 703
948c47f8c59ff8990172b9aa2b000a1c0bea0405	1081	2	0	948c47f8c59ff8990172b9aa2b000a1c0bea0405	0	2	1081	948c47f8c59ff8990172b9aa2b000a1c0bea0405	4	78, 330, 377, 703
950c348f4ea882eaddc631bcdbf192db831f8750	1065	2	0	950c348f4ea882eaddc631bcdbf192db831f8750	0	4	1063	950c348f4ea882eaddc631bcdbf192db831f8750	5	78, 330, 377, 502, 703
9569dad27dab2ebedac74856f339b60e95124ff5	1062	2	0	9569dad27dab2ebedac74856f339b60e95124ff5	0	4	1060	9569dad27dab2ebedac74856f339b60e95124ff5	5	78, 330, 377, 502, 703
971473d69e37b6e68c87492b3b7bd27d191f4923	1039	2	0	971473d69e37b6e68c87492b3b7bd27d191f4923	0	4	1037	971473d69e37b6e68c87492b3b7bd27d191f4923	5	78, 330, 377, 502, 703
